track_id,album_name,album_id,album_release_date,album_total_tracks,artist_name,artist_id,track_duration,track_name,explicit,track_popularity,id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,acousticness,liveness,valence,tempo,time_signature,genre_name,country
2GMSzm2ZRK4aZSVEhd1LM2,Søndermarken (Video Edit),3K2dpXIQseN96P9cRJLonX,2020-05-22,1,Henrik Lindstrand,1jdUu8RsoIhTGLeJvzoACP,250263,Søndermarken - Video Edit,0,31,2GMSzm2ZRK4aZSVEhd1LM2,0.484,0.212,9,-20.878,1,0.0319,0.934,0.982,0.13,0.416,152.0,4,Neo-Classical,
5if1vlzBKrpoE1hZ6bxw2C,For You (LP),3HaUzrq7HVsuVTmIIcsZ8n,1982,7,Ago,3tr79XZgYXoRoI5G49Zqbx,353000,For You - Original Album,0,29,5if1vlzBKrpoE1hZ6bxw2C,0.936,0.564,0,-5.902,1,0.0471,0.0247,0.0452,0.0377,0.921,125.996,4,Deep Dubstep,
3qt2gYMB8Dvi8HyI8HnrIc,Astronauta Tupy,5A1APi1ostoCgL4DgNwHU7,1997,13,Pedro Luis E A Parede,0gr5W0V12A1QsoG9lRdfQT,238933,Tudo vale a pena,0,25,3qt2gYMB8Dvi8HyI8HnrIc,0.778,0.66,9,-6.225,1,0.0765,1.49e-05,0.36,0.195,0.862,145.974,4,"Brazilian Indie,Manguebeat",Brazil
0bEFAW0Z0KnXN8h8Uj03fh,The Garbageman and The Prostitute,2JwQqZGsKQ7ObpWZAjSkRz,2003-02-23,13,Kill Me Tomorrow,1T6PU72sainrHZrBvXvzUU,188320,Xerox My Hand,0,1,0bEFAW0Z0KnXN8h8Uj03fh,0.27,0.918,5,-6.009,1,0.19,0.779,0.000753,0.111,0.345,120.525,1,Experimental Indie Rock,
4nHidfBAEfDpirZEnjfjoH,Evergreen,1LoSQuLwLBgbxO6mDk7lyY,2020-05-01,9,Bin Juice,5TkLV3WJXfWXXbG2Ka0bqa,216042,Evergreen,0,10,4nHidfBAEfDpirZEnjfjoH,0.578,0.428,7,-10.803,0,0.0313,0.828,0.374,0.107,0.0466,121.913,4,Sydney Indie,Australia
0fXWL26DhDDFRFQK0Y4RX7,Tomorrow May Be Vanished,575ox0MaU9ogzw1ZyZhTO3,1990-01-01,10,Prudence,46Yft7aKaVVOyuSvu2Fyka,261839,14 Pages,0,16,0fXWL26DhDDFRFQK0Y4RX7,0.373,0.755,8,-11.4,1,0.095,4.98e-06,0.00945,0.265,0.658,143.047,4,"Norwegian Prog,Norwegian Rock",Norway
1gZdKNCvHIZPIpXqpQ2HXP,No Surprise,7IR0jk0dmFBbsCWdU8DGEv,2020-11-20,1,Mariel Buckley,7lghcHbrdt7sqHWeya15aV,245125,No Surprise,0,20,1gZdKNCvHIZPIpXqpQ2HXP,0.639,0.542,10,-5.426,1,0.0312,2.63e-05,0.485,0.0971,0.727,115.505,4,"Calgary Indie,Canadian Singer-Songwriter",Canada
1jRlk53cNrOoRmWWHldSX0,The Orphic Rite of the Cult of Sedna,4szdinhSOhQ01qKa8xxbxo,2020-06-05,10,Lazuli Vane,67T9KadC0xMwVN0iwsG8hi,310391,Lydia Lane,0,9,1jRlk53cNrOoRmWWHldSX0,0.566,0.291,7,-17.281,0,0.0955,0.0277,0.124,0.264,0.561,122.824,4,Atlanta Indie,United States
1kVYXfxTWSftIZtmYr6yH8,Coming In Hot,2osaP8edSKG8bVFKBoWIcV,2018-07-20,1,Andy Mineo,1TMrnxBwZfmfRxsGzkNIHw,200168,Coming In Hot,0,62,1kVYXfxTWSftIZtmYr6yH8,0.889,0.453,8,-8.782,1,0.261,4.75e-06,0.0274,0.156,0.428,140.025,4,"Christian Hip Hop,Christian Trap",
6KJ8HGyK74nPP621nAwUiy,"Kapsberger, G.: Lute Music",1GvWxTapGOj7zPMvyRey1c,2000-01-01,24,Giovanni Girolamo Kapsberger,3j1vfGPWtqgWj28ED2puXs,160173,Libro I d'intavolatura di lauto: Toccata No. 7,0,26,6KJ8HGyK74nPP621nAwUiy,0.473,0.0685,4,-24.65,1,0.0734,0.866,0.994,0.0898,0.441,107.031,4,Historically Informed Performance,
1nBcQ56WgsPXZ2jeJAADhh,Bag Na,3sSqH6vC3uMQS9UNSq7hdO,2020-08-31,2,Bway Yungy,7BDaqFWndPKDEGdbph2CNe,166478,Bag Na,1,34,1nBcQ56WgsPXZ2jeJAADhh,0.617,0.755,2,-5.51,1,0.309,0.0,0.0482,0.206,0.49,180.066,4,Baton Rouge Rap,United States
1mtSUf8GbQgormD5UGidRU,PINK YELLOW BLUEZ,4PWIAxpZzCvEDBxPCyli6j,2019-11-15,2,SULLIVAN's FUN CLUB,03d8MZYqxq7mS9DDxWV18U,481451,MI RA I,0,15,1mtSUf8GbQgormD5UGidRU,0.372,0.818,2,-2.12,1,0.0401,0.000722,7.54e-05,0.358,0.307,140.007,4,Hokkaido Indie,Japan
1TQQyzPty31u3zEuFqV5Fp,Forward! Future!,0iGAtaONuPEnv4ZuOzbA2e,2017-09-15,11,"FUCK ART, LET'S DANCE!",3IkL1ld3owCvDr8939dp0t,227814,Vicious Circle,0,22,1TQQyzPty31u3zEuFqV5Fp,0.662,0.924,9,-4.831,0,0.0448,0.0737,0.0199,0.296,0.807,137.938,4,Hamburg Indie,Germany
7GFszMq7GVc7bXxOql1g0k,This Is Hell We Shall Believe,3T8oaqTN6ADTibrrawvXNd,2018-12-11,6,Diokane,3ObPJCffS7hFqeUH9D4ImO,135176,Born with a Curse,0,0,7GFszMq7GVc7bXxOql1g0k,0.208,0.87,2,-5.938,1,0.0569,0.72,1.9e-05,0.892,0.281,106.4,4,Metal Gaúcho,Brazil
6ghvyY3haW1mdGfRBB1x08,Street,2t3LOcorKUs1D2ggkq4jNw,2010-09-17,2,Tom Leiden,6kj34yjiH6abF2RCFxygeb,307504,Party Seven (Original Mix),0,0,6ghvyY3haW1mdGfRBB1x08,0.804,0.643,4,-12.214,0,0.072,0.958,0.00399,0.118,0.0647,127.998,4,Deep Progressive House,
7hD6iNHUk0YHVQK85wgnrg,Indigo Stage Vol.1 (Emerging K-Pop),25N9sly32DtV9qwoqauefH,2014-09-18,12,DJ.Mulder,6OenzC3jCDeCc1XH59RvZg,250501,You Should Be Mine,0,21,7hD6iNHUk0YHVQK85wgnrg,0.881,0.746,9,-0.723,0,0.25,0.377,0.108,0.123,0.475,94.065,4,Popping,
1scxrIozq8IScVrCHVBjDj,#1 Club Hits 2011 - Best Of Dance & Techno,0pRZHKFzEoHEDGnlsktAmK,2011-03-25,50,La Boca,3VzKkw2frwBjZ1PJZ1ym5m,214970,King Of My Castle 2011 - Ghettolectro Edit,0,5,1scxrIozq8IScVrCHVBjDj,0.753,0.753,1,-5.721,1,0.0469,0.741,0.00184,0.0554,0.617,127.979,4,Covertrance,
236uwsS57eoC2HMOrIDI3k,Alma Nua,6UcgfJs9SyesMxVzsG9NHI,2020-01-07,10,Northon Pinheiro,7dB9YPYizaaPOSOHcJuKMt,175132,Carismatos,0,22,236uwsS57eoC2HMOrIDI3k,0.401,0.414,4,-12.275,1,0.0354,0.0107,0.28,0.169,0.422,116.443,4,"Indie Cristão,MPB Gospel",Brazil
7EyukqKovuXEm0pfDxa8FY,Future Trill Vol. 2,2t70qksKl1J2jDhpFuNqJL,2014-08-12,10,MiM0SA,5BTlwnHtDmzpMj0URbp4Ur,188395,Boss Shit (feat. Bun B),1,30,7EyukqKovuXEm0pfDxa8FY,0.74,0.855,7,-6.429,0,0.091,0.0964,0.0102,0.508,0.691,134.006,4,Glitch Hop,
55uceMteNHqYqH6izsMokZ,The Foundation Trilogy,0ouJOR58pjsgVpotI7e01h,2013-07-19,8,Isaac Asimov,0zpP86LFbST9g5ZvpByDEu,3477864,Episode 3,0,8,55uceMteNHqYqH6izsMokZ,0.566,0.184,8,-23.205,1,0.825,0.000199,0.975,0.303,0.319,86.865,4,Reading,
6N611wB6FOzMlIJzn0RJa5,'Relaxin' (feat. G Mane),76hxNn9SFUfryuOlSpZUej,2010-12-25,1,G-Side,2yUonqpcNPeB6pm7DsdFDa,180109,'Relaxin' (feat. G Mane),1,35,6N611wB6FOzMlIJzn0RJa5,0.733,0.491,9,-8.758,1,0.263,0.0,0.0173,0.351,0.45,134.165,4,Alabama Rap,United States
10pFEfvG5WguFih0fslTyo,Trapped Inside Imagination,5oyFkERxG5WJbchJt94bpm,2015-08-19,1,rebane2001,6GOt1cZLZdof98hNflyGsF,151394,Trapped Inside Imagination,0,0,10pFEfvG5WguFih0fslTyo,0.666,0.495,7,-12.575,1,0.0935,0.87,0.855,0.173,0.159,129.933,4,Estonian Electronic,Estonia
1kAnqLvH76uxsgcb51r2DL,Doggin' It Home,2IitBVHmbjnSVDaSVdLMmi,2003-12-01,13,Johnny Law & The Pistol Packin' Daddies,38cAOscO1RNhdScwaXae3F,166463,Cattytown,0,0,1kAnqLvH76uxsgcb51r2DL,0.521,0.557,7,-8.707,1,0.127,0.000143,0.57,0.208,0.827,181.617,4,Australian Rockabilly,Australia
5Lqtnc9KHujy1aS1Ar0qnK,The Akashic Record,22jgfZIr07IYauIPAWj50M,2012-04-30,15,Radioinactive,12p113CCqH63zqdhvVJ0C9,242333,Mint Tea (Explicit),0,20,5Lqtnc9KHujy1aS1Ar0qnK,0.752,0.806,1,-6.219,0,0.196,2.18e-06,0.01,0.0615,0.823,99.069,4,Abstract Hip Hop,
4rjfg15rRMtmTx6YN6cgpx,Ntade,4GWMczWoth9ENcRIlxESWu,2018-07-11,1,Ruby Afrika,0LJ10K0IJWJ3kLT2lWe7wW,221066,Ntade,0,15,4rjfg15rRMtmTx6YN6cgpx,0.434,0.528,0,-4.481,1,0.212,0.0,0.491,0.113,0.608,65.367,5,Tanzanian Pop,"Tanzania, United Republic of"
3CI3kb8c0GySSXMS0dLD2d,Live Session,5qiFyGiQdhUPQphGLD6NnR,2017-02-06,11,Estación Monrovia,1T96oobsOAz3hs9fr5esPA,211813,Call Me Baby,0,0,3CI3kb8c0GySSXMS0dLD2d,0.58,0.584,7,-9.538,1,0.0391,0.00142,0.247,0.219,0.798,100.926,4,Blues Mexicano,Mexico
5FmREDuXVhdqn5zlWrGze9,Stravinsky: Concerto for Piano & Winds/Ebony Concerto/Capriccio/Movements,3QgwdwX6z2zPNUzd1Grxtc,1993-01-01,14,Igor Stravinsky,7ie36YytMoKtPiL7tUvmoE,189320,Ebony Concerto: 1. Allegro moderato,0,14,5FmREDuXVhdqn5zlWrGze9,0.548,0.109,10,-26.918,1,0.0532,0.917,0.964,0.105,0.571,91.901,4,Classical Clarinet,
1zZIVe9x0JhdhpuQjLTjIM,Pep Talks,5CuJb813nzBM4FMfTNByH9,2019-08-07,18,Judah & the Lion,3wWtfT7S2uVJJ3hGZlOLkZ,253868,pictures feat. Kacey Musgraves,0,54,1zZIVe9x0JhdhpuQjLTjIM,0.567,0.542,2,-6.64,1,0.0309,0.000342,0.309,0.0734,0.229,125.16,4,"Folk-Pop,Modern Rock,Stomp and Holler",
2gAM88ekpJ6FtP0XQQ4I0y,Music of Laos: The Buddhist Tradition,0LM2JYDIq7gHY1nX9jlhrY,2003-01-01,19,Sangha College Vientiane Teachers,1yF6xAO0awfbJtPiJGHsks,916200,The Ceremonial Ensemble of Champasak,0,0,2gAM88ekpJ6FtP0XQQ4I0y,0.564,0.66,7,-11.491,1,0.0491,0.033,0.828,0.356,0.95,123.533,3,Lao Traditional,Lao People's Democratic Republic
2UXqEO29tr0JZSw3BbAkcV,Understand?,2LUpmgmNRwd6HNTQaB4dmB,1989-01-01,14,Naked Raygun,2KWOkrj19TKU1ik6tugH4y,263906,Treason,0,33,2UXqEO29tr0JZSw3BbAkcV,0.118,0.755,11,-11.661,1,0.0721,0.146,3.13e-05,0.108,0.299,185.16,4,"Chicago Hardcore,Chicago Punk,Post-Hardcore,Punk",United States
0XI6IPoSorxfj68ka9HzKh,Gedanken & Gefühle,4VwN5JfGnrPnLYWAzw8BYy,1997-01-01,16,Mara Kayser,7qgadeCE0haVGeku4uAf1c,183493,"Immer wenn du denkst, es geht nicht mehr",0,26,0XI6IPoSorxfj68ka9HzKh,0.625,0.678,8,-6.531,1,0.0248,0.0,0.422,0.0804,0.886,83.082,4,"Classic Schlager,Volksmusik",Germany
68fTgSHZ3vAdpFx0pcfMer,Metal & Wood,4TAA5DMPpwRsPdohgHHCk9,2010-03-02,10,Tyrone Wells,5zeCSgiRyezbfLiGOpKAsR,248871,Time of Our Lives,0,52,68fTgSHZ3vAdpFx0pcfMer,0.474,0.388,9,-7.837,1,0.026,0.0,0.734,0.107,0.251,79.851,4,"Acoustic Pop,Indiecoustica,Neo Mellow,Pop Rock,Viral Pop",
3a5K26WTYX2BmhnRoIOWF2,South of the River EP,2d6lXv9rHn2Oz5ZS7GGNY5,2020-12-04,4,Amoss,4dQKaBHBXpgWvb9iS2K0Gt,267586,Speed Shades - Grey Code Remix,0,24,3a5K26WTYX2BmhnRoIOWF2,0.58,0.828,11,-3.689,1,0.0931,0.893,0.0001,0.323,0.225,174.013,4,"Deep Liquid Bass,UK DnB",United Kingdom
0mlynG2RqKRGf7SSVwAPhg,"Ya Deneh (From ""Dakikat Samt"")",1QZQ0wQ3C5moRz1dutt1hq,2019-05-01,1,Moeen Shreif,1EKUd22YubzgCoqFpGKLra,225434,"Ya Deneh - From ""Dakikat Samt""",0,30,0mlynG2RqKRGf7SSVwAPhg,0.481,0.674,2,-4.57,0,0.0415,0.0,0.42,0.295,0.53,139.779,4,Lebanese Pop,Lebanon
7CTpRR4yEbgvUuaO9b1ciR,Flora Gave Me Fairest Flowers - Elizabethan Madrigals,5oVMAq8xl2pu2Sw0BYHmpi,2003-06-01,25,Thomas Vautor,1DznXyBo5BCocGXNhfDdJX,146760,"The First Set, beeing Songs of Divers Ayres and Natures, of Five and Sixe Parts, Apt for Vyols and Voyces: Sweet Suffolk owl",0,2,7CTpRR4yEbgvUuaO9b1ciR,0.283,0.0769,10,-23.995,1,0.0418,0.0,0.969,0.0711,0.154,85.515,3,Madrigal,
0RIcVjdrt7r7W856L8j777,Rock Ringan Ringan,4bg8XmPK3lMwZIDfACtQy2,2009-06-15,10,Elly (AXL),2BfwOJ5sEdTTTBcadMgsfy,269760,Andai Dapat Ku Undurkan Masa,0,24,0RIcVjdrt7r7W856L8j777,0.263,0.628,10,-4.025,0,0.0357,0.000479,0.00462,0.0719,0.264,203.909,3,Rock Kapak,
5bW3xrYfPHrCmDdgG2jBtd,Self Titled,5x1rCm7QGTmuP4plqH6FGY,2013-01-08,12,Comadre,2vxz4c9vXfZLosCl7GlgY7,189160,Drag Blood,0,14,5bW3xrYfPHrCmDdgG2jBtd,0.34,0.947,9,-4.858,0,0.0837,0.0104,0.00689,0.256,0.203,130.853,4,"Screamo,Skramz",
76wOgq57ddplxAOSw3jwjw,For You With Love,5guBMAxZIFIu98Xv2nIhMM,1981-01-01,10,Betty Jean Robinson,789VpkEClE279YgzN5ofwD,228226,Ain't No Grave,0,10,76wOgq57ddplxAOSw3jwjw,0.569,0.671,10,-9.555,1,0.0329,0.0,0.359,0.0784,0.801,108.233,4,Traditional Bluegrass,United States
7MsaFIHGrviLPSekDsS42g,Sentinels of the Space Age,76BJNuU0EQeQgd91v4Aw0W,2014-05-21,6,The Jellyfish Brothers,7l1yoWci7mtx99atU9zlJY,225567,L.H.C.,0,0,7MsaFIHGrviLPSekDsS42g,0.269,0.855,4,-4.892,0,0.0402,0.9,1.53e-05,0.315,0.116,111.948,4,Miami Indie,United States
5K8uYkAlbYqhc6TbhYWTkw,Lapset laulavat lapsille,1Bcxic5gyxjav8R6LAoAwL,1976,20,Turun konservatorion nuorisokuoro,4MD83H8TAZgt7gCWaypfcq,219733,Orkesterimme,0,0,5K8uYkAlbYqhc6TbhYWTkw,0.653,0.511,5,-16.354,1,0.0874,0.0,0.813,0.104,0.74,118.113,4,Musiikkia Lapsille,Finland
5no39H9gTimavYQo53aBX4,First Works,7waDEJvPj4xWZ3TyMnKqsf,2006,12,Felony,1cD7V7CzFVAECEzOLugCAi,313546,My Way,0,0,5no39H9gTimavYQo53aBX4,0.362,0.942,5,-4.945,0,0.0829,4.28e-05,0.025,0.0915,0.244,169.931,4,Swiss Metal,Switzerland
3MjUtNVVq3C8Fn0MP3zhXa,...Baby One More Time (Digital Deluxe Version),3WNxdumkSMGMJRhEgK80qx,1999-01-12,16,Britney Spears,26dSoYclwsYLMAKD3tpOr4,211066,...Baby One More Time,0,76,3MjUtNVVq3C8Fn0MP3zhXa,0.759,0.699,0,-5.745,0,0.0307,0.000131,0.202,0.443,0.907,92.96,4,"Dance Pop,Pop",
1G1nqYaE1fZqf5BiYKD4By,Singularity,0Z526buY4fFTkOiyGXP8on,2016-07-30,10,Standing in the Colour,3YUMBAz22jcHFySCTQRKQt,368506,The Swarm,0,0,1G1nqYaE1fZqf5BiYKD4By,0.197,0.734,7,-10.321,1,0.0438,0.855,3.48e-05,0.42,0.411,86.744,4,Kansas Indie,United States
7gXwNdpvCCuDg7kHDGyLpT,Distances,01t1C6IIGQ0DUs1uE1yMxb,2012-09-01,13,Quentin Dujardin,4IgoAFGy3f2tmvqJ4NSmp1,300248,Corsica,0,29,7gXwNdpvCCuDg7kHDGyLpT,0.36,0.444,0,-14.602,1,0.0402,0.902,0.762,0.1,0.519,168.054,3,Belgian Jazz,Belgium
3POPsHX0R5GCEFYGwXJJz2,Anjunabeats Volume 15,7pmQoBtPJ8f8HTlf1iyHfV,2020-07-31,34,gardenstate,1XcPIHqirx1Jaxm2bAxMeV,263400,By Your Side,0,36,3POPsHX0R5GCEFYGwXJJz2,0.625,0.646,5,-9.081,0,0.0331,0.0562,0.00416,0.133,0.469,123.892,4,Progressive House,
5ZchYXuyoXlfcSNZRxp9aL,Tempest,2UE6DRL4hzRUxyZD5GX0TM,2018-11-06,1,RAFV,4n01Vq46NiAV3wzgUx3dCr,167639,Tempest,0,11,5ZchYXuyoXlfcSNZRxp9aL,0.656,0.9,8,-4.093,1,0.0692,0.402,0.0488,0.154,0.0397,126.059,4,Samurai Trap,
0H6J4qdaywfLtAN1opRfZm,Kuria Suite,2sBD4unLNwDhR1bfr8CLN0,2016-02-05,18,Knut Kristiansen,4ybbw0RkZpdNbbqr5qOqF7,310546,Anamamba,0,0,0H6J4qdaywfLtAN1opRfZm,0.53,0.347,0,-14.222,1,0.0662,0.729,0.822,0.203,0.694,112.974,3,Norwegian Jazz,Norway
5OzqNTdfGlNxg9Vh0x6fZa,"Mozart: Piano Concerto No. 20 in D Minor, K. 466",0bq2Th3IVlK6l99Ha3ef0B,2018-03-02,3,Wolfgang Amadeus Mozart,4NJhFmfw43RLBLjQvxDuRS,835000,"Piano Concerto No. 20 in D Minor, K. 466: I. Allegro",0,6,5OzqNTdfGlNxg9Vh0x6fZa,0.347,0.0765,2,-23.369,0,0.036,0.881,0.977,0.115,0.219,135.361,4,"Balkan Classical Piano,German Classical Piano",Germany
6ZOfgcFKDTMXP63OY3ssxe,Chaos In Poland,1317Or3DiqXIvOq8AlptWD,2017-10-13,13,Prawda,2K8cB82DNlpQhUt5neh0So,172920,Wbijam ...,0,10,6ZOfgcFKDTMXP63OY3ssxe,0.453,0.905,0,-6.726,0,0.0763,0.0,0.00169,0.108,0.742,182.15,4,Polish Punk,Poland
4px3BBdAHTvLfAdIRParrx,Dance Collection,0LXrGECqezlTjJKHQut6fi,1997-04-29,16,Ivana Spagna,6RA9iJdNW5Lt7xTJhUBAno,246666,Call Me,0,41,4px3BBdAHTvLfAdIRParrx,0.771,0.73,7,-7.934,1,0.0334,1.76e-06,0.168,0.0722,0.964,113.038,4,"Classic Italian Pop,Italian Adult Pop,Italian Disco",Italy
4oIUNLvGsCBhkVS7IKMbUh,Alcoves,0qYs2PZlGfzatG4289dnel,2017-03-01,4,Celer,6nDeZk1AU320DQaj8pD80O,479482,Elapsed Paradise,0,34,4oIUNLvGsCBhkVS7IKMbUh,0.147,0.00896,9,-35.735,0,0.039,0.974,0.909,0.338,0.0325,137.236,4,"Ambient,Compositional Ambient,Drift,Drone,Fourth World,New Isolationism,Nu Age,Sound Art,Warm Drone",
5fl42PeWLZNci59CPxVBTe,Around Details,2IaofChCNqwxExSFNQa3u1,2020-07-20,7,Ogend,5D4Nijw2rzRASoi18aCAfa,388683,Hydralisk - Original Mix,0,0,5fl42PeWLZNci59CPxVBTe,0.663,0.972,1,-10.571,1,0.0775,0.951,0.0723,0.097,0.148,131.945,4,Russian Techno,Russian Federation
4iJv6m9BGYAO37brWEUpeh,Meditative Toddler Lullaby,28tEZeVD6715qskSx61xjJ,2020-10-23,9,Baby Songs & Lullabies For Sleep,04aCs46YEnPNN885rocEub,236902,Hickory Dickory Dock,0,3,4iJv6m9BGYAO37brWEUpeh,0.685,0.0144,4,-23.481,1,0.0539,0.933,0.996,0.139,0.261,64.365,4,Lullaby,
2QpC4HsbYhKWSQUuxbq7Sp,Trying to Hold the Setting Sun,3tyrlIbJLZ86MlEeOtEssn,2020-05-22,1,Daniel Champagne,5VbD0260te11AgTgTs5odC,188030,Trying to Hold the Setting Sun,0,22,2QpC4HsbYhKWSQUuxbq7Sp,0.816,0.423,0,-12.356,1,0.167,0.000497,0.308,0.0684,0.712,96.041,4,Australian Singer-Songwriter,Australia
2hjBgn2kXoLu3tC96RnXrs,Doug Carn JID005,4HWD7LDbLSQHd3tn5muvAO,2020-12-11,11,Doug Carn,1PWbiGBEBaiLJI0Lvhnoha,227213,Desert Rain,0,30,2hjBgn2kXoLu3tC96RnXrs,0.381,0.825,2,-8.976,1,0.0709,0.425,0.0753,0.088,0.536,164.612,4,"Indie Jazz,Jazz Funk",
7a3sqi9D1BGKEywfkX82L7,The Player: A Retrospective,5XWCGFvPzTgoJ1HGQaWZUw,1972,15,David Bromberg,0SOCskFcUcLj7Ful8w8KrL,205333,I Like To Sleep Late In The Morning,0,11,7a3sqi9D1BGKEywfkX82L7,0.51,0.52,2,-12.483,1,0.115,0.0248,0.778,0.129,0.631,177.545,4,Piedmont Blues,United States
6dGXX1lftIujWrgH0juqr3,Elizabeth Marvelly,1ta25qJdr5WrjByOhZCbe5,2007-12-03,13,Carl Doy,6k7z2h1jKogQyArcLI13wy,230666,Flower Duet,0,0,6dGXX1lftIujWrgH0juqr3,0.204,0.136,9,-12.741,1,0.0357,0.0621,0.985,0.0838,0.143,67.876,3,Operatic Pop,
1nQ8448BnsGUhiofCAZKRm,For Whom The Bass Tolls,3nvxoINRm1Z0qvUmBScZtm,1994-09-20,12,Bass Addiction,3y61Qg9rhr74PXUeBZvw93,231666,Metropolis,0,6,1nQ8448BnsGUhiofCAZKRm,0.572,0.536,6,-13.154,0,0.0464,0.951,3.52e-05,0.29,0.427,99.999,4,Miami Bass,United States
1Y6GluxcmwiEZm6CHEqMfG,Devil Take the Hindmost,4s2nTdXFl72TROHlxXeAnx,2011-05-01,14,James Keyes,2IAFLQVGrnAxD6icGJuPvz,132840,Ain't Going Down Like That,0,12,1Y6GluxcmwiEZm6CHEqMfG,0.478,0.633,10,-8.331,1,0.0287,0.0556,0.297,0.0942,0.71,151.073,4,Worcester MA Indie,United States
1hj0qZ2Pk83MNgKFbYk4xB,Cumbia Mix,61XI7fNHb3LI1iMuLeQYBz,1999-07-29,17,Perla Colombiana,28DMUdkRLYzfNz8Jb6mU14,219453,Agua de Vida,0,21,1hj0qZ2Pk83MNgKFbYk4xB,0.847,0.449,7,-10.526,1,0.0618,0.0191,0.41,0.0786,0.928,96.508,4,Cumbia Sonidera,Mexico
2BA4NnLSc1lS1j0YKVf0AB,Mel Powell: Settings,0EdFS2sgOIfpYSd2YH62WB,2003-01-01,10,Mel Powell,21hrOblu0uvQ4qeRRPdp22,502493,Sextet: First movement,0,0,2BA4NnLSc1lS1j0YKVf0AB,0.338,0.0249,5,-21.943,0,0.065,0.0163,0.961,0.0959,0.118,64.693,3,Modern Performance,
3P86hDD5pO4X9tpjf3Q0kn,Polar Nights,4NZW0zqeKtblp5Wthk5RAr,2018-05-14,10,Kali Yuga,40iuHjLhyfrERKOcRs8YqZ,444600,The Dragon Stomper,0,0,3P86hDD5pO4X9tpjf3Q0kn,0.457,0.884,11,-8.48,0,0.0346,0.613,4.09e-05,0.349,0.511,149.986,4,Indie Siciliano,Italy
5WGmk2J3rWzcA1Z2Nqiy4V,"Khmer Rouge Survivors: They Will Kill You, If You Cry",3pJGvlh1tFGsR0dKLJ380H,2016-08-19,14,Thorn Seyma,7wRO9qMbrSnWwPbhyiUNBb,144973,Bong Euy Sdaap Pkor (Hear the Thunder),0,5,5WGmk2J3rWzcA1Z2Nqiy4V,0.43,0.69,9,-4.71,0,0.121,0.0167,0.73,0.333,0.883,166.04,4,"Cambodian Traditional,Khmer",Cambodia
70x6BFVprBNiVknQgOy8zs,Only Love,0khL20OGL3WLDoUbicoKaZ,2018-08-10,12,Jordan Smith,6TV0LZ3BaEun0OQEh96elP,244880,Only Love,0,50,70x6BFVprBNiVknQgOy8zs,0.541,0.462,5,-6.28,0,0.0295,0.0,0.307,0.0995,0.3,134.823,4,Idol,Japan
5ZU0qg4jQuxL7C9ccr6Zec,Ich bete an die Macht der Liebe,1fWhXmEhsqthIUdEYYPJVA,2010-04-27,35,Felix Mendelssohn,6MF58APd3YV72Ln2eVg710,229493,"Denn er hat seinen Engeln befohlen uber dir, ""Psalm 91""",0,1,5ZU0qg4jQuxL7C9ccr6Zec,0.111,0.0614,8,-26.407,1,0.0418,0.38,0.994,0.155,0.0364,81.702,4,German Choir,Germany
6In3j6BWoUbNQ87O876Xt2,Brahms & His Friends,54Ljs4x2OmjrEEuaH8D2DX,2016-01-03,21,Clara Schumann,2yzaWNFV3cxmcRZtwtr5WC,244000,"3 Gemischte Chöre: No. 1, Abendfeier in Venedig",0,8,6In3j6BWoUbNQ87O876Xt2,0.19,0.0486,5,-28.564,1,0.0473,0.898,0.992,0.113,0.0364,135.118,5,"Chamber Choir,German Choir",Germany
6SCG8fpS0cN2JgHvGq2EiX,Wolkenschloss (Ungekürzte Lesung),4a6wxfd1tenRbktd3qQ9e4,2017-10-09,164,Kerstin Gier,3X3UuLUdMaQjXAC3FM3ckd,174310,"Wolkenschloss, Kapitel 1",0,25,6SCG8fpS0cN2JgHvGq2EiX,0.714,0.371,2,-15.954,1,0.948,2.12e-05,0.691,0.431,0.225,114.299,3,"Lesen,Reading",
2vygHfpVsOoMiGfEcYUHAS,"Montana, Vol. 1",1MwUNsCaROz6t3qIyRrKZq,2018-04-30,12,Fenix,5rIENGsPQvl5N2QBs2Jkc1,199888,Cero Sentimientos,0,50,2vygHfpVsOoMiGfEcYUHAS,0.577,0.527,5,-12.64,1,0.372,0.0,0.244,0.107,0.184,89.802,4,Trap Triste,
3LEbD9Dw78lm311gTFEYb6,Good Morning,65RObZIHQPbaYGDJ0SsOKn,2020-11-06,9,Chris Allen,3E8HoGmgeJ0CFkSUqDPS9f,156551,Good Morning,1,4,3LEbD9Dw78lm311gTFEYb6,0.89,0.543,8,-11.134,0,0.125,0.0,0.0532,0.132,0.389,125.037,4,Indie Hip Hop,
0ZIH51wP3u1amW6IytOGW5,Esperando el Final,5gJkZZXqrPcWk3usUXp2Dp,1994-02-07,16,Subversión X,4EnHUeKxL5Xckt8WUXmYw1,208541,Tu Calor,0,16,0ZIH51wP3u1amW6IytOGW5,0.489,0.793,0,-14.883,1,0.0424,0.00248,0.000742,0.166,0.662,97.967,4,Spanish Punk,Spain
